time,ssrd,d2m,t2m
202001301700,218.3525361,12.81204,22.953695
202001301800,51.26497431,13.54775,22.44821
202001301900,0.007460493,14.82235,21.77487
202001302000,0,15.594935,21.499165
202001302100,0,16.17636,21.18039
202001302200,0,16.506495,20.831085
202001302300,0,16.55349,20.620265
202001310000,0,16.442895,20.42336
202001310100,0,16.127535,20.024315
202001310200,0,16.075525,20.00058
202001310300,0,16.04885,19.979275
202001310400,0,16.18386,19.939165
202001310500,0,16.82113,19.64638
202001310600,0,17.2792,20.092555
202001310700,9.094001667,17.394625,20.22567
202001310800,73.90520903,17.6368,20.70846
202001310900,197.2798611,17.84334,22.061795
202001311000,267.4385778,17.60781,23.07669
202001311100,409.6986806,17.53982,23.774075
202001311200,515.8566667,17.70999,24.05929
202001311300,569.1826389,18.04294,24.24056
202001311400,509.046875,18.37551,24.191125
