"time","ssrd","SW_IN","SW_IN_lm"
"2020-01-08 10:30:00",511.18357635,NA,218.487218563975
"2020-01-08 11:00:00",574.6544444,NA,218.487218563975
"2020-01-08 11:30:00",604.18746525,NA,218.487218563975
"2020-01-08 12:00:00",633.7204861,NA,218.487218563975
"2020-01-08 12:30:00",648.10225695,NA,218.487218563975
"2020-01-08 13:00:00",662.4840278,NA,218.487218563975
"2020-01-08 13:30:00",637.5329514,NA,218.487218563975
"2020-01-08 14:00:00",612.581875,NA,218.487218563975
"2020-01-08 14:30:00",535.54947915,NA,218.487218563975
"2020-01-08 15:00:00",458.5170833,NA,218.487218563975
"2020-01-08 15:30:00",360.13271525,NA,218.487218563975
"2020-01-08 16:00:00",261.7483472,NA,218.487218563975
"2020-01-08 16:30:00",179.99693888,NA,218.487218563975
"2020-01-08 17:00:00",98.24553056,NA,218.487218563975
"2020-01-08 17:30:00",58.657875695,NA,218.487218563975
"2020-01-08 18:00:00",19.07022083,NA,218.487218563975
"2020-01-08 18:30:00",9.535110415,NA,218.487218563975
"2020-01-08 19:00:00",0,NA,218.487218563975
"2020-01-08 19:30:00",0,NA,218.487218563975
"2020-01-08 20:00:00",0,NA,218.487218563975
"2020-01-08 20:30:00",0,NA,218.487218563975
"2020-01-08 21:00:00",0,NA,218.487218563975
"2020-01-08 21:30:00",0,NA,218.487218563975
"2020-01-08 22:00:00",0,NA,218.487218563975
"2020-01-08 22:30:00",0,NA,218.487218563975
"2020-01-08 23:00:00",0,NA,218.487218563975
"2020-01-08 23:30:00",0,NA,218.487218563975
"2020-01-09 00:00:00",0,NA,218.487218563975
"2020-01-09 00:30:00",0,NA,218.487218563975
"2020-01-09 01:00:00",0,NA,218.487218563975
"2020-01-09 01:30:00",0,NA,218.487218563975
"2020-01-09 02:00:00",0,NA,218.487218563975
"2020-01-09 02:30:00",0,NA,218.487218563975
"2020-01-09 03:00:00",0,NA,218.487218563975
"2020-01-09 03:30:00",0,NA,218.487218563975
"2020-01-09 04:00:00",0,NA,218.487218563975
"2020-01-09 04:30:00",0,NA,218.487218563975
"2020-01-09 05:00:00",0,NA,218.487218563975
"2020-01-09 05:30:00",0,NA,218.487218563975
"2020-01-09 06:00:00",0,NA,218.487218563975
"2020-01-09 06:30:00",3.13260625,NA,218.487218563975
"2020-01-09 07:00:00",6.2652125,NA,218.487218563975
"2020-01-09 07:30:00",29.806225695,NA,218.487218563975
"2020-01-09 08:00:00",53.34723889,NA,218.487218563975
"2020-01-09 08:30:00",112.389144445,NA,218.487218563975
"2020-01-09 09:00:00",171.43105,NA,218.487218563975
"2020-01-09 09:30:00",234.5101389,NA,218.487218563975
"2020-01-09 10:00:00",297.5892278,NA,218.487218563975
"2020-01-09 10:30:00",352.6058986,NA,218.487218563975
"2020-01-09 11:00:00",407.6225694,NA,218.487218563975
"2020-01-09 11:30:00",446.9625347,NA,218.487218563975
"2020-01-09 12:00:00",486.3025,NA,218.487218563975
"2020-01-09 12:30:00",482.5448264,NA,218.487218563975
"2020-01-09 13:00:00",478.7871528,NA,218.487218563975
"2020-01-09 13:30:00",511.2142014,NA,218.487218563975
"2020-01-09 14:00:00",543.64125,NA,218.487218563975
"2020-01-09 14:30:00",489.2090972,NA,218.487218563975
"2020-01-09 15:00:00",434.7769444,NA,218.487218563975
"2020-01-09 15:30:00",380.146125,NA,218.487218563975
"2020-01-09 16:00:00",325.5153056,NA,218.487218563975
"2020-01-09 16:30:00",226.6350764,NA,218.487218563975
"2020-01-09 17:00:00",127.7548472,NA,218.487218563975
"2020-01-09 17:30:00",71.841759505,NA,218.487218563975
"2020-01-09 18:00:00",15.92867181,NA,218.487218563975
"2020-01-09 18:30:00",7.964335905,NA,218.487218563975
"2020-01-09 19:00:00",0,NA,218.487218563975
"2020-01-09 19:30:00",0,NA,218.487218563975
"2020-01-09 20:00:00",0,NA,218.487218563975
"2020-01-09 20:30:00",0,NA,218.487218563975
"2020-01-09 21:00:00",0,NA,218.487218563975
"2020-01-09 21:30:00",0,NA,218.487218563975
"2020-01-09 22:00:00",0,NA,218.487218563975
"2020-01-09 22:30:00",0,NA,218.487218563975
"2020-01-09 23:00:00",0,NA,218.487218563975
"2020-01-09 23:30:00",0,NA,218.487218563975
"2020-01-10 00:00:00",0,NA,218.487218563975
"2020-01-10 00:30:00",0,NA,218.487218563975
"2020-01-10 01:00:00",0,NA,218.487218563975
"2020-01-10 01:30:00",0,NA,218.487218563975
"2020-01-10 02:00:00",0,NA,218.487218563975
"2020-01-10 02:30:00",0,NA,218.487218563975
"2020-01-10 03:00:00",0,NA,218.487218563975
"2020-01-10 03:30:00",0,NA,218.487218563975
"2020-01-10 04:00:00",0,NA,218.487218563975
"2020-01-10 04:30:00",0,NA,218.487218563975
"2020-01-10 05:00:00",0,NA,218.487218563975
"2020-01-10 05:30:00",0,NA,218.487218563975
"2020-01-10 06:00:00",0,NA,218.487218563975
"2020-01-10 06:30:00",3.8564279165,NA,218.487218563975
"2020-01-10 07:00:00",7.712855833,NA,218.487218563975
"2020-01-10 07:30:00",34.8282053465,NA,218.487218563975
